"locale","kind","key"
"es","missing","translation.faq.security.q1"
"es","missing","translation.faq.security.a1"
"es","missing","translation.faq.security.q2"
"es","missing","translation.faq.security.a2"
"es","missing","translation.faq.security.q3"
"es","missing","translation.faq.security.a3"
"es","missing","translation.faq.security.q4"
"es","missing","translation.faq.security.a4"
"es","missing","translation.faq.security.q5"
"es","missing","translation.faq.security.a5"
"fr","missing","translation.calendar.moving"
"fr","missing","translation.calendar.moved"
"fr","missing","translation.calendar.weekDays.mon"
"fr","missing","translation.calendar.weekDays.tue"
"fr","missing","translation.calendar.weekDays.wed"
"fr","missing","translation.calendar.weekDays.thu"
"fr","missing","translation.calendar.weekDays.fri"
"fr","missing","translation.calendar.weekDays.sat"
"fr","missing","translation.calendar.weekDays.sun"
"fr","missing","translation.billing.title"
"fr","missing","translation.billing.subtitle"
"fr","missing","translation.billing.refresh"
"fr","missing","translation.billing.paymentSuccess"
"fr","missing","translation.billing.loadError"
"fr","missing","translation.billing.checkoutError"
"fr","missing","translation.billing.portalError"
"fr","missing","translation.billing.cancelSuccess"
"fr","missing","translation.billing.cancelError"
"fr","missing","translation.billing.resumeSuccess"
"fr","missing","translation.billing.resumeError"
"fr","missing","translation.billing.freePlan"
"fr","missing","translation.billing.postsThisMonth"
"fr","missing","translation.billing.unlimited"
"fr","missing","translation.billing.aiProvider"
"fr","missing","translation.billing.aiProvider_plural"
"fr","missing","translation.billing.platform"
"fr","missing","translation.billing.platform_plural"
"fr","missing","translation.billing.billingInterval"
"fr","missing","translation.billing.nextBillingDate"
"fr","missing","translation.billing.cancelNotice"
"fr","missing","translation.billing.quickActions"
"fr","missing","translation.billing.upgradePro"
"fr","missing","translation.billing.proDesc"
"fr","missing","translation.billing.proYearly"
"fr","missing","translation.billing.proYearlyDesc"
"fr","missing","translation.billing.upgradeBusiness"
"fr","missing","translation.billing.businessDesc"
"fr","missing","translation.billing.businessYearly"
"fr","missing","translation.billing.businessYearlyDesc"
"fr","missing","translation.billing.manageSubscription"
"fr","missing","translation.billing.manageSubscriptionDesc"
"fr","missing","translation.billing.resumeSubscription"
"fr","missing","translation.billing.resumeSubscriptionDesc"
"fr","missing","translation.billing.cancelSubscription"
"fr","missing","translation.billing.cancelSubscriptionDesc"
"fr","missing","translation.billing.billingEmail"
"fr","missing","translation.billing.notSet"
"fr","missing","translation.billing.change"
"fr","missing","translation.billing.invoiceHistory"
"fr","missing","translation.billing.noInvoices"
"fr","missing","translation.billing.noInvoicesDesc"
"fr","missing","translation.billing.date"
"fr","missing","translation.billing.amount"
"fr","missing","translation.billing.status"
"fr","missing","translation.billing.actions"
"fr","missing","translation.billing.viewInvoice"
"fr","missing","translation.billing.downloadPdf"
"fr","missing","translation.billing.cancelModalTitle"
"fr","missing","translation.billing.cancelModalText"
"fr","missing","translation.billing.keepSubscription"
"fr","missing","translation.billing.enterEmail"
"fr","missing","translation.billing.emailNotice"
"fr","missing","translation.billing.continue"
"fr","extra","translation.features.analytics.overview"
"fr","extra","translation.features.analytics.bestTimes"
"fr","extra","translation.features.analytics.postsPerWeek"
"fr","extra","translation.features.analytics.recentActivity"
"fr","extra","translation.features.analytics.byStatus"
"fr","extra","translation.features.analytics.byPlatform"
"fr","extra","translation.features.analytics.byTone"
"fr","extra","translation.features.queues.title"
"fr","extra","translation.features.queues.subtitle"
"fr","extra","translation.features.queues.viewBoard"
"ja","missing","translation.nav.toggleMenu"
"ja","missing","translation.nav.tools"
"ja","missing","translation.nav.viral"
"ja","missing","translation.nav.hooks"
"ja","missing","translation.nav.carousel"
"ja","missing","translation.nav.templates"
"ja","missing","translation.nav.repurpose"
"ja","missing","translation.nav.hashtags"
"ja","missing","translation.nav.styles"
"ja","missing","translation.nav.images"
"ja","missing","translation.nav.outreach"
"ja","missing","translation.nav.hub"
"ja","missing","translation.nav.wizardPost"
"ja","missing","translation.nav.wizardAutoblog"
"ja","missing","translation.nav.wizardOutreach"
"ja","missing","translation.nav.wizardAnalytics"
"ja","missing","translation.nav.advanced"
"ja","missing","translation.nav.inbox"
"ja","missing","translation.nav.approvals"
"ja","missing","translation.nav.abTest"
"ja","missing","translation.nav.engagement"
"ja","missing","translation.nav.trending"
"ja","missing","translation.nav.pillars"
"ja","missing","translation.nav.simulator"
"ja","missing","translation.nav.billing"
"ja","missing","translation.nav.strategy"
"ja","missing","translation.nav.modeSimple"
"ja","missing","translation.nav.modeExpert"
"ja","missing","translation.hub.tag"
"ja","missing","translation.hub.title"
"ja","missing","translation.hub.subtitle"
"ja","missing","translation.wizard.savedDraft"
"ja","missing","translation.dashboard.platforms"
"ja","missing","translation.dashboard.manageConnections"
"ja","missing","translation.dashboard.viewAll"
"ja","missing","translation.dashboard.quickTools"
"ja","missing","translation.dashboard.popularTemplates"
"ja","missing","translation.dashboard.recentActivity"
"ja","missing","translation.dashboard.noActivity"
"ja","missing","translation.dashboard.activityPublished"
"ja","missing","translation.dashboard.activityScheduled"
"ja","missing","translation.dashboard.activityDrafted"
"ja","missing","translation.dashboard.tools.viral"
"ja","missing","translation.dashboard.tools.viralDesc"
"ja","missing","translation.dashboard.tools.hooks"
"ja","missing","translation.dashboard.tools.hooksDesc"
"ja","missing","translation.dashboard.tools.carousel"
"ja","missing","translation.dashboard.tools.carouselDesc"
"ja","missing","translation.dashboard.tools.templates"
"ja","missing","translation.dashboard.tools.templatesDesc"
"ja","missing","translation.dashboard.tools.repurpose"
"ja","missing","translation.dashboard.tools.repurposeDesc"
"ja","missing","translation.dashboard.tools.hashtags"
"ja","missing","translation.dashboard.tools.hashtagsDesc"
"ja","missing","translation.generate.button"
"ja","missing","translation.generate.llm"
"ja","missing","translation.generate.selectProvider"
"ja","missing","translation.generate.selectModel"
"ja","missing","translation.generate.streaming"
"ja","missing","translation.generate.previewPlaceholder"
"ja","missing","translation.generate.promptRequired"
"ja","missing","translation.generate.platformRequired"
"ja","missing","translation.generate.saveDraft"
"ja","missing","translation.generate.saved"
"ja","missing","translation.generate.reset"
"ja","missing","translation.generate.hashtags"
"ja","missing","translation.history.deleteMessage"
"ja","missing","translation.history.deleted"
"ja","missing","translation.history.published"
"ja","missing","translation.history.noPosts"
"ja","missing","translation.history.showing"
"ja","missing","translation.history.of"
"ja","missing","translation.history.draft"
"ja","missing","translation.history.scheduled"
"ja","missing","translation.history.failed"
"ja","missing","translation.calendar.noPosts"
"ja","missing","translation.calendar.moving"
"ja","missing","translation.calendar.moved"
"ja","missing","translation.calendar.weekDays.mon"
"ja","missing","translation.calendar.weekDays.tue"
"ja","missing","translation.calendar.weekDays.wed"
"ja","missing","translation.calendar.weekDays.thu"
"ja","missing","translation.calendar.weekDays.fri"
"ja","missing","translation.calendar.weekDays.sat"
"ja","missing","translation.calendar.weekDays.sun"
"ja","missing","translation.billing.title"
"ja","missing","translation.billing.subtitle"
"ja","missing","translation.billing.refresh"
"ja","missing","translation.billing.paymentSuccess"
"ja","missing","translation.billing.loadError"
"ja","missing","translation.billing.checkoutError"
"ja","missing","translation.billing.portalError"
"ja","missing","translation.billing.cancelSuccess"
"ja","missing","translation.billing.cancelError"
"ja","missing","translation.billing.resumeSuccess"
"ja","missing","translation.billing.resumeError"
"ja","missing","translation.billing.freePlan"
"ja","missing","translation.billing.postsThisMonth"
"ja","missing","translation.billing.unlimited"
"ja","missing","translation.billing.aiProvider"
"ja","missing","translation.billing.aiProvider_plural"
"ja","missing","translation.billing.platform"
"ja","missing","translation.billing.platform_plural"
"ja","missing","translation.billing.billingInterval"
"ja","missing","translation.billing.nextBillingDate"
"ja","missing","translation.billing.cancelNotice"
"ja","missing","translation.billing.quickActions"
"ja","missing","translation.billing.upgradePro"
"ja","missing","translation.billing.proDesc"
"ja","missing","translation.billing.proYearly"
"ja","missing","translation.billing.proYearlyDesc"
"ja","missing","translation.billing.upgradeBusiness"
"ja","missing","translation.billing.businessDesc"
"ja","missing","translation.billing.businessYearly"
"ja","missing","translation.billing.businessYearlyDesc"
"ja","missing","translation.billing.manageSubscription"
"ja","missing","translation.billing.manageSubscriptionDesc"
"ja","missing","translation.billing.resumeSubscription"
"ja","missing","translation.billing.resumeSubscriptionDesc"
"ja","missing","translation.billing.cancelSubscription"
"ja","missing","translation.billing.cancelSubscriptionDesc"
"ja","missing","translation.billing.billingEmail"
"ja","missing","translation.billing.notSet"
"ja","missing","translation.billing.change"
"ja","missing","translation.billing.invoiceHistory"
"ja","missing","translation.billing.noInvoices"
"ja","missing","translation.billing.noInvoicesDesc"
"ja","missing","translation.billing.date"
"ja","missing","translation.billing.amount"
"ja","missing","translation.billing.status"
"ja","missing","translation.billing.actions"
"ja","missing","translation.billing.viewInvoice"
"ja","missing","translation.billing.downloadPdf"
"ja","missing","translation.billing.cancelModalTitle"
"ja","missing","translation.billing.cancelModalText"
"ja","missing","translation.billing.keepSubscription"
"ja","missing","translation.billing.enterEmail"
"ja","missing","translation.billing.emailNotice"
"ja","missing","translation.billing.continue"
"ja","missing","translation.settings.apiKeys"
"ja","missing","translation.settings.apiKeysDesc"
"ja","missing","translation.settings.ollama"
"ja","missing","translation.settings.ollamaDesc"
"ja","missing","translation.settings.defaultsDesc"
"ja","missing","translation.settings.languageDesc"
"ja","missing","translation.settings.platforms"
"ja","missing","translation.settings.platformsDesc"
"ja","missing","translation.settings.disconnected"
"ja","missing","translation.settings.accountData"
"ja","missing","translation.settings.accountDataDesc"
"ja","missing","translation.settings.exportTitle"
"ja","missing","translation.settings.exportDesc"
"ja","missing","translation.settings.exportAction"
"ja","missing","translation.settings.exportSuccess"
"ja","missing","translation.settings.exportError"
"ja","missing","translation.settings.deleteAccountTitle"
"ja","missing","translation.settings.deleteAccountDesc"
"ja","missing","translation.settings.deletePassword"
"ja","missing","translation.settings.deletePasswordPlaceholder"
"ja","missing","translation.settings.deleteConfirmation"
"ja","missing","translation.settings.deleteAccountAction"
"ja","missing","translation.settings.deleteAccountError"
"ja","missing","translation.post.copyToClipboard"
"ja","missing","translation.post.social.justNow"
"ja","missing","translation.post.social.like"
"ja","missing","translation.post.social.comment"
"ja","missing","translation.post.social.repost"
"ja","missing","translation.post.social.send"
"ja","missing","translation.post.social.mockBio"
"ja","missing","translation.post.social.first"
"ja","missing","translation.common.delete"
"ja","missing","translation.common.edit"
"ja","missing","translation.viral.title"
"ja","missing","translation.viral.subtitle"
"ja","missing","translation.viral.searchPlaceholder"
"ja","missing","translation.viral.allCategories"
"ja","missing","translation.viral.postsFound"
"ja","missing","translation.viral.noResults"
"ja","missing","translation.viral.noResultsDesc"
"ja","missing","translation.viral.viewPost"
"ja","missing","translation.viral.likes"
"ja","missing","translation.viral.comments"
"ja","missing","translation.viral.shares"
"ja","missing","translation.viral.useAsInspiration"
"ja","missing","translation.hooks.title"
"ja","missing","translation.hooks.subtitle"
"ja","missing","translation.hooks.topicLabel"
"ja","missing","translation.hooks.topicPlaceholder"
"ja","missing","translation.hooks.platform"
"ja","missing","translation.hooks.hookCount"
"ja","missing","translation.hooks.generate"
"ja","missing","translation.hooks.generating"
"ja","missing","translation.hooks.craftingHooks"
"ja","missing","translation.hooks.results"
"ja","missing","translation.hooks.hooksGenerated"
"ja","missing","translation.hooks.useHook"
"ja","missing","translation.hooks.topicRequired"
"ja","missing","translation.carousel.title"
"ja","missing","translation.carousel.subtitle"
"ja","missing","translation.carousel.topicLabel"
"ja","missing","translation.carousel.topicPlaceholder"
"ja","missing","translation.carousel.platform"
"ja","missing","translation.carousel.slideCount"
"ja","missing","translation.carousel.generate"
"ja","missing","translation.carousel.generating"
"ja","missing","translation.carousel.crafting"
"ja","missing","translation.carousel.caption"
"ja","missing","translation.carousel.slides"
"ja","missing","translation.carousel.thread"
"ja","missing","translation.carousel.copyAll"
"ja","missing","translation.carousel.hashtags"
"ja","missing","translation.carousel.topicRequired"
"ja","missing","translation.templates.title"
"ja","missing","translation.templates.subtitle"
"ja","missing","translation.templates.searchPlaceholder"
"ja","missing","translation.templates.templates"
"ja","missing","translation.templates.noResults"
"ja","missing","translation.templates.noResultsDesc"
"ja","missing","translation.templates.more"
"ja","missing","translation.templates.useTemplate"
"ja","missing","translation.templates.preview"
"ja","missing","translation.templates.fillVariables"
"ja","missing","translation.templates.generating"
"ja","missing","translation.templates.generateFromTemplate"
"ja","missing","translation.templates.generatedContent"
"ja","missing","translation.templates.fillAllVars"
"ja","missing","translation.repurpose.title"
"ja","missing","translation.repurpose.subtitle"
"ja","missing","translation.repurpose.contentLabel"
"ja","missing","translation.repurpose.contentPlaceholder"
"ja","missing","translation.repurpose.source"
"ja","missing","translation.repurpose.targets"
"ja","missing","translation.repurpose.repurpose"
"ja","missing","translation.repurpose.repurposing"
"ja","missing","translation.repurpose.adapting"
"ja","missing","translation.repurpose.results"
"ja","missing","translation.repurpose.versions"
"ja","missing","translation.repurpose.copyAdapted"
"ja","missing","translation.repurpose.overLimit"
"ja","missing","translation.repurpose.contentRequired"
"ja","missing","translation.repurpose.targetRequired"
"ja","missing","translation.repurpose.platformsSelected"
"ja","missing","translation.hashtags.title"
"ja","missing","translation.hashtags.subtitle"
"ja","missing","translation.hashtags.topicLabel"
"ja","missing","translation.hashtags.topicPlaceholder"
"ja","missing","translation.hashtags.platform"
"ja","missing","translation.hashtags.count"
"ja","missing","translation.hashtags.research"
"ja","missing","translation.hashtags.researching"
"ja","missing","translation.hashtags.analyzing"
"ja","missing","translation.hashtags.selected"
"ja","missing","translation.hashtags.total"
"ja","missing","translation.hashtags.copySelected"
"ja","missing","translation.hashtags.copyAll"
"ja","missing","translation.hashtags.trending"
"ja","missing","translation.hashtags.popular"
"ja","missing","translation.hashtags.niche"
"ja","missing","translation.hashtags.preview"
"ja","missing","translation.hashtags.topicRequired"
"ja","missing","translation.styles.title"
"ja","missing","translation.styles.subtitle"
"ja","missing","translation.styles.createNew"
"ja","missing","translation.styles.noStyles"
"ja","missing","translation.styles.noStylesDesc"
"ja","missing","translation.styles.createFirst"
"ja","missing","translation.styles.createTitle"
"ja","missing","translation.styles.nameLabel"
"ja","missing","translation.styles.namePlaceholder"
"ja","missing","translation.styles.descriptionLabel"
"ja","missing","translation.styles.descriptionPlaceholder"
"ja","missing","translation.styles.samplesLabel"
"ja","missing","translation.styles.samplesPlaceholder"
"ja","missing","translation.styles.samplesHint"
"ja","missing","translation.styles.analyzeAndSave"
"ja","missing","translation.styles.analyzing"
"ja","missing","translation.styles.created"
"ja","missing","translation.styles.deleted"
"ja","missing","translation.styles.nameRequired"
"ja","missing","translation.styles.samplesRequired"
"ja","missing","translation.styles.profile"
"ja","missing","translation.styles.samples"
"ja","missing","translation.styles.generateWithStyle"
"ja","missing","translation.images.title"
"ja","missing","translation.images.subtitle"
"ja","missing","translation.images.promptLabel"
"ja","missing","translation.images.promptPlaceholder"
"ja","missing","translation.images.style"
"ja","missing","translation.images.size"
"ja","missing","translation.images.sizeHint"
"ja","missing","translation.images.generate"
"ja","missing","translation.images.generating"
"ja","missing","translation.images.creating"
"ja","missing","translation.images.generated"
"ja","missing","translation.images.gallery"
"ja","missing","translation.images.imagesCount"
"ja","missing","translation.images.noImages"
"ja","missing","translation.images.noImagesDesc"
"ja","missing","translation.images.download"
"ja","missing","translation.images.downloadFailed"
"ja","missing","translation.images.promptRequired"
"ja","missing","translation.marketing.nav.features"
"ja","missing","translation.marketing.nav.pricing"
"ja","missing","translation.marketing.nav.faq"
"ja","missing","translation.marketing.nav.signIn"
"ja","missing","translation.marketing.nav.getStarted"
"ja","missing","translation.marketing.hero.badge"
"ja","missing","translation.marketing.hero.titleLine1"
"ja","missing","translation.marketing.hero.titleLine2"
"ja","missing","translation.marketing.hero.titleLine3"
"ja","missing","translation.marketing.hero.subtitle"
"ja","missing","translation.marketing.hero.cta"
"ja","missing","translation.marketing.hero.secondaryCta"
"ja","missing","translation.marketing.hero.badge1"
"ja","missing","translation.marketing.hero.badge2"
"ja","missing","translation.marketing.hero.badge3"
"ja","missing","translation.marketing.hero.mockInput"
"ja","missing","translation.marketing.hero.mockButton"
"ja","missing","translation.marketing.hero.mockSave"
"ja","missing","translation.marketing.socialProof.title"
"ja","missing","translation.marketing.socialProof.subtitle"
"ja","missing","translation.marketing.features.badge"
"ja","missing","translation.marketing.features.title"
"ja","missing","translation.marketing.features.subtitle"
"ja","missing","translation.marketing.features.viewAll"
"ja","missing","translation.marketing.features.multiAI.title"
"ja","missing","translation.marketing.features.multiAI.desc"
"ja","missing","translation.marketing.features.platforms.title"
"ja","missing","translation.marketing.features.platforms.desc"
"ja","missing","translation.marketing.features.viral.title"
"ja","missing","translation.marketing.features.viral.desc"
"ja","missing","translation.marketing.features.hooks.title"
"ja","missing","translation.marketing.features.hooks.desc"
"ja","missing","translation.marketing.features.carousel.title"
"ja","missing","translation.marketing.features.carousel.desc"
"ja","missing","translation.marketing.features.repurpose.title"
"ja","missing","translation.marketing.features.repurpose.desc"
"ja","missing","translation.marketing.features.style.title"
"ja","missing","translation.marketing.features.style.desc"
"ja","missing","translation.marketing.features.images.title"
"ja","missing","translation.marketing.features.images.desc"
"ja","missing","translation.marketing.howItWorks.badge"
"ja","missing","translation.marketing.howItWorks.title"
"ja","missing","translation.marketing.howItWorks.subtitle"
"ja","missing","translation.marketing.howItWorks.step1.title"
"ja","missing","translation.marketing.howItWorks.step1.desc"
"ja","missing","translation.marketing.howItWorks.step2.title"
"ja","missing","translation.marketing.howItWorks.step2.desc"
"ja","missing","translation.marketing.howItWorks.step3.title"
"ja","missing","translation.marketing.howItWorks.step3.desc"
"ja","missing","translation.marketing.platforms.linkedin.desc"
"ja","missing","translation.marketing.platforms.twitter.desc"
"ja","missing","translation.marketing.platforms.instagram.desc"
"ja","missing","translation.marketing.platforms.facebook.desc"
"ja","missing","translation.marketing.platforms.tiktok.desc"
"ja","missing","translation.marketing.platforms.pinterest.desc"
"ja","missing","translation.marketing.platformShowcase.title"
"ja","missing","translation.marketing.platformShowcase.subtitle"
"ja","missing","translation.marketing.pricing.title"
"ja","missing","translation.marketing.pricing.subtitle"
"ja","missing","translation.marketing.pricing.month"
"ja","missing","translation.marketing.pricing.popular"
"ja","missing","translation.marketing.pricing.viewFull"
"ja","missing","translation.marketing.pricing.free.name"
"ja","missing","translation.marketing.pricing.free.f1"
"ja","missing","translation.marketing.pricing.free.f2"
"ja","missing","translation.marketing.pricing.free.f3"
"ja","missing","translation.marketing.pricing.free.f4"
"ja","missing","translation.marketing.pricing.free.cta"
"ja","missing","translation.marketing.pricing.pro.name"
"ja","missing","translation.marketing.pricing.pro.f1"
"ja","missing","translation.marketing.pricing.pro.f2"
"ja","missing","translation.marketing.pricing.pro.f3"
"ja","missing","translation.marketing.pricing.pro.f4"
"ja","missing","translation.marketing.pricing.pro.cta"
"ja","missing","translation.marketing.pricing.business.name"
"ja","missing","translation.marketing.pricing.business.f1"
"ja","missing","translation.marketing.pricing.business.f2"
"ja","missing","translation.marketing.pricing.business.f3"
"ja","missing","translation.marketing.pricing.business.f4"
"ja","missing","translation.marketing.pricing.business.cta"
"ja","missing","translation.marketing.testimonials.title"
"ja","missing","translation.marketing.testimonials.subtitle"
"ja","missing","translation.marketing.testimonials.t1.quote"
"ja","missing","translation.marketing.testimonials.t1.role"
"ja","missing","translation.marketing.testimonials.t2.quote"
"ja","missing","translation.marketing.testimonials.t2.role"
"ja","missing","translation.marketing.testimonials.t3.quote"
"ja","missing","translation.marketing.testimonials.t3.role"
"ja","missing","translation.marketing.faqPreview.title"
"ja","missing","translation.marketing.faqPreview.q1"
"ja","missing","translation.marketing.faqPreview.a1"
"ja","missing","translation.marketing.faqPreview.q2"
"ja","missing","translation.marketing.faqPreview.a2"
"ja","missing","translation.marketing.faqPreview.q3"
"ja","missing","translation.marketing.faqPreview.a3"
"ja","missing","translation.marketing.faqPreview.q4"
"ja","missing","translation.marketing.faqPreview.a4"
"ja","missing","translation.marketing.faqPreview.viewAll"
"ja","missing","translation.marketing.finalCta.badge"
"ja","missing","translation.marketing.finalCta.title"
"ja","missing","translation.marketing.finalCta.subtitle"
"ja","missing","translation.marketing.finalCta.cta"
"ja","missing","translation.marketing.finalCta.note"
"ja","missing","translation.marketing.footer.product"
"ja","missing","translation.marketing.footer.features"
"ja","missing","translation.marketing.footer.pricing"
"ja","missing","translation.marketing.footer.faq"
"ja","missing","translation.marketing.footer.changelog"
"ja","missing","translation.marketing.footer.roadmap"
"ja","missing","translation.marketing.footer.tools"
"ja","missing","translation.marketing.footer.viralLibrary"
"ja","missing","translation.marketing.footer.hookGenerator"
"ja","missing","translation.marketing.footer.carouselCreator"
"ja","missing","translation.marketing.footer.repurposer"
"ja","missing","translation.marketing.footer.imageGen"
"ja","missing","translation.marketing.footer.company"
"ja","missing","translation.marketing.footer.about"
"ja","missing","translation.marketing.footer.blog"
"ja","missing","translation.marketing.footer.contact"
"ja","missing","translation.marketing.footer.careers"
"ja","missing","translation.marketing.footer.legal"
"ja","missing","translation.marketing.footer.privacy"
"ja","missing","translation.marketing.footer.terms"
"ja","missing","translation.marketing.footer.cookies"
"ja","missing","translation.marketing.footer.gdpr"
"ja","missing","translation.marketing.footer.newsletterTitle"
"ja","missing","translation.marketing.footer.newsletterDesc"
"ja","missing","translation.marketing.footer.emailPlaceholder"
"ja","missing","translation.marketing.footer.subscribe"
"ja","missing","translation.marketing.footer.subscribed"
"ja","missing","translation.marketing.footer.madeWithAI"
"ja","missing","translation.marketing.footer.madeWith"
"ja","missing","translation.marketing.footer.andAI"
"ja","missing","translation.pricing.badge"
"ja","missing","translation.pricing.title"
"ja","missing","translation.pricing.subtitle"
"ja","missing","translation.pricing.monthly"
"ja","missing","translation.pricing.yearly"
"ja","missing","translation.pricing.save20"
"ja","missing","translation.pricing.perMonth"
"ja","missing","translation.pricing.youSave"
"ja","missing","translation.pricing.year"
"ja","missing","translation.pricing.mostPopular"
"ja","missing","translation.pricing.includes"
"ja","missing","translation.pricing.free.name"
"ja","missing","translation.pricing.free.desc"
"ja","missing","translation.pricing.free.cta"
"ja","missing","translation.pricing.free.f1"
"ja","missing","translation.pricing.free.f2"
"ja","missing","translation.pricing.free.f3"
"ja","missing","translation.pricing.free.f4"
"ja","missing","translation.pricing.free.f5"
"ja","missing","translation.pricing.free.f6"
"ja","missing","translation.pricing.free.f7"
"ja","missing","translation.pricing.free.f8"
"ja","missing","translation.pricing.free.f9"
"ja","missing","translation.pricing.free.f10"
"ja","missing","translation.pricing.free.f11"
"ja","missing","translation.pricing.free.f12"
"ja","missing","translation.pricing.pro.name"
"ja","missing","translation.pricing.pro.desc"
"ja","missing","translation.pricing.pro.cta"
"ja","missing","translation.pricing.pro.f1"
"ja","missing","translation.pricing.pro.f2"
"ja","missing","translation.pricing.pro.f3"
"ja","missing","translation.pricing.pro.f4"
"ja","missing","translation.pricing.pro.f5"
"ja","missing","translation.pricing.pro.f6"
"ja","missing","translation.pricing.pro.f7"
"ja","missing","translation.pricing.pro.f8"
"ja","missing","translation.pricing.pro.f9"
"ja","missing","translation.pricing.pro.f10"
"ja","missing","translation.pricing.pro.f11"
"ja","missing","translation.pricing.pro.f12"
"ja","missing","translation.pricing.pro.f13"
"ja","missing","translation.pricing.pro.f14"
"ja","missing","translation.pricing.pro.f15"
"ja","missing","translation.pricing.business.name"
"ja","missing","translation.pricing.business.desc"
"ja","missing","translation.pricing.business.cta"
"ja","missing","translation.pricing.business.f1"
"ja","missing","translation.pricing.business.f2"
"ja","missing","translation.pricing.business.f3"
"ja","missing","translation.pricing.business.f4"
"ja","missing","translation.pricing.business.f5"
"ja","missing","translation.pricing.business.f6"
"ja","missing","translation.pricing.business.f7"
"ja","missing","translation.pricing.business.f8"
"ja","missing","translation.pricing.business.f9"
"ja","missing","translation.pricing.business.f10"
"ja","missing","translation.pricing.business.f11"
"ja","missing","translation.pricing.guarantee.title"
"ja","missing","translation.pricing.guarantee.desc"
"ja","missing","translation.pricing.faqTitle"
"ja","missing","translation.pricing.faqSubtitle"
"ja","missing","translation.pricing.faq.q1"
"ja","missing","translation.pricing.faq.a1"
"ja","missing","translation.pricing.faq.q2"
"ja","missing","translation.pricing.faq.a2"
"ja","missing","translation.pricing.faq.q3"
"ja","missing","translation.pricing.faq.a3"
"ja","missing","translation.pricing.faq.q4"
"ja","missing","translation.pricing.faq.a4"
"ja","missing","translation.pricing.faq.q5"
"ja","missing","translation.pricing.faq.a5"
"ja","missing","translation.pricing.faq.q6"
"ja","missing","translation.pricing.faq.a6"
"ja","missing","translation.pricing.ctaBadge"
"ja","missing","translation.pricing.ctaTitle"
"ja","missing","translation.pricing.ctaSubtitle"
"ja","missing","translation.pricing.ctaButton"
"ja","missing","translation.features.badge"
"ja","missing","translation.features.title"
"ja","missing","translation.features.titleHighlight"
"ja","missing","translation.features.subtitle"
"ja","missing","translation.features.ctaBadge"
"ja","missing","translation.features.ctaTitle"
"ja","missing","translation.features.ctaSubtitle"
"ja","missing","translation.features.ctaButton"
"ja","missing","translation.features.ctaPricing"
"ja","missing","translation.features.category.contentGen"
"ja","missing","translation.features.category.contentGenDesc"
"ja","missing","translation.features.category.platformMgmt"
"ja","missing","translation.features.category.platformMgmtDesc"
"ja","missing","translation.features.category.inspiration"
"ja","missing","translation.features.category.inspirationDesc"
"ja","missing","translation.features.category.advanced"
"ja","missing","translation.features.category.advancedDesc"
"ja","missing","translation.features.category.organization"
"ja","missing","translation.features.category.organizationDesc"
"ja","missing","translation.features.multiAI.title"
"ja","missing","translation.features.multiAI.desc"
"ja","missing","translation.features.multiAI.b1"
"ja","missing","translation.features.multiAI.b2"
"ja","missing","translation.features.multiAI.b3"
"ja","missing","translation.features.multiAI.b4"
"ja","missing","translation.features.tones.title"
"ja","missing","translation.features.tones.desc"
"ja","missing","translation.features.tones.b1"
"ja","missing","translation.features.tones.b2"
"ja","missing","translation.features.tones.b3"
"ja","missing","translation.features.tones.b4"
"ja","missing","translation.features.languages.title"
"ja","missing","translation.features.languages.desc"
"ja","missing","translation.features.languages.b1"
"ja","missing","translation.features.languages.b2"
"ja","missing","translation.features.languages.b3"
"ja","missing","translation.features.languages.b4"
"ja","missing","translation.features.sixPlatforms.title"
"ja","missing","translation.features.sixPlatforms.desc"
"ja","missing","translation.features.sixPlatforms.b1"
"ja","missing","translation.features.sixPlatforms.b2"
"ja","missing","translation.features.sixPlatforms.b3"
"ja","missing","translation.features.sixPlatforms.b4"
"ja","missing","translation.features.repurpose.title"
"ja","missing","translation.features.repurpose.desc"
"ja","missing","translation.features.repurpose.b1"
"ja","missing","translation.features.repurpose.b2"
"ja","missing","translation.features.repurpose.b3"
"ja","missing","translation.features.repurpose.b4"
"ja","missing","translation.features.viralLibrary.title"
"ja","missing","translation.features.viralLibrary.desc"
"ja","missing","translation.features.viralLibrary.b1"
"ja","missing","translation.features.viralLibrary.b2"
"ja","missing","translation.features.viralLibrary.b3"
"ja","missing","translation.features.viralLibrary.b4"
"ja","missing","translation.features.hookGen.title"
"ja","missing","translation.features.hookGen.desc"
"ja","missing","translation.features.hookGen.b1"
"ja","missing","translation.features.hookGen.b2"
"ja","missing","translation.features.hookGen.b3"
"ja","missing","translation.features.hookGen.b4"
"ja","missing","translation.features.templates.title"
"ja","missing","translation.features.templates.desc"
"ja","missing","translation.features.templates.b1"
"ja","missing","translation.features.templates.b2"
"ja","missing","translation.features.templates.b3"
"ja","missing","translation.features.templates.b4"
"ja","missing","translation.features.carousel.title"
"ja","missing","translation.features.carousel.desc"
"ja","missing","translation.features.carousel.b1"
"ja","missing","translation.features.carousel.b2"
"ja","missing","translation.features.carousel.b3"
"ja","missing","translation.features.carousel.b4"
"ja","missing","translation.features.styleClone.title"
"ja","missing","translation.features.styleClone.desc"
"ja","missing","translation.features.styleClone.b1"
"ja","missing","translation.features.styleClone.b2"
"ja","missing","translation.features.styleClone.b3"
